RoadSpeed,TirePressure,InclinationAngle,NormalForce,SlipAngle,ElapsedTime,AligningTorque,LateralForce,Index,SourceFile
25,12,0,-259.76,6.994,860.851,28.39,-546.04,25370,R20MZ_FZ_250_filtered
25,12,0,-259.73,6.105,725.874,35.71,-524.49,20408,R20MZ_FZ_250_filtered
25,12,0,-259.72,5.664,725.984,37.08,-506.65,20419,R20MZ_FZ_250_filtered
25,12,0,-259.71,11.796,724.444,1.7,-601.83,20265,R20MZ_FZ_250_filtered
25,12,0,-259.69,8.227,725.344,24.38,-583.88,20355,R20MZ_FZ_250_filtered
25,12,0,-259.69,2.501,726.774,37.4,-296.37,20498,R20MZ_FZ_250_filtered
25,12,0,-259.62,2.678,726.734,37.04,-313.88,20494,R20MZ_FZ_250_filtered
25,12,0,-259.61,-1.503,868.461,-28.26,185.23,26130,R20MZ_FZ_250_filtered
25,12,0,-259.59,-5.118,732.364,-39.24,471.41,21056,R20MZ_FZ_250_filtered
25,12,0,-259.55,-2.253,733.084,-36.34,269.3,21128,R20MZ_FZ_250_filtered
25,12,0,-259.54,-0.814,733.444,-15.57,102.39,21164,R20MZ_FZ_250_filtered
25,12,0,-259.54,-0.802,868.641,-14.94,102.07,26148,R20MZ_FZ_250_filtered
25,12,0,-259.53,8.19,725.354,23.99,-582.49,20356,R20MZ_FZ_250_filtered
25,12,0,-259.51,-2.397,868.241,-37.2,279.69,26108,R20MZ_FZ_250_filtered
25,12,0,-259.47,5.869,861.131,32.45,-505.71,25398,R20MZ_FZ_250_filtered
25,12,0,-259.41,-3.309,868.011,-42.26,359.73,26085,R20MZ_FZ_250_filtered
25,12,0,-259.39,5.336,726.064,38.89,-493.79,20427,R20MZ_FZ_250_filtered
25,12,0,-259.39,-4.43,867.731,-40.28,431.67,26057,R20MZ_FZ_250_filtered
25,12,0,-259.34,4.51,861.471,39.82,-446.32,25432,R20MZ_FZ_250_filtered
25,12,0,-259.32,4.473,726.284,42.98,-451.6,20449,R20MZ_FZ_250_filtered
25,12,0,-259.24,7.869,860.631,23.94,-566.81,25348,R20MZ_FZ_250_filtered
25,12,0,-259.23,3.015,861.851,40.32,-338.57,25470,R20MZ_FZ_250_filtered
25,12,0,-259.23,-5.714,867.411,-33.66,489.52,26025,R20MZ_FZ_250_filtered
25,12,0,-259.22,-5.746,867.401,-33.18,490.92,26024,R20MZ_FZ_250_filtered
25,12,0,-259.2,12.276,859.401,2.66,-599.98,25225,R20MZ_FZ_250_filtered
25,12,0,-259.13,12.262,724.214,4.72,-611.47,20242,R20MZ_FZ_250_filtered
25,12,0,-259.09,-2.835,868.131,-40.87,320.65,26097,R20MZ_FZ_250_filtered
25,12,0,-259.08,7.819,725.444,25.59,-577.06,20365,R20MZ_FZ_250_filtered
25,12,0,-259.07,8.653,725.234,21.63,-589.15,20344,R20MZ_FZ_250_filtered
25,12,0,-259.07,5.704,861.171,34.75,-499.05,25402,R20MZ_FZ_250_filtered
25,12,0,-259.05,7.748,860.661,24.47,-563.86,25351,R20MZ_FZ_250_filtered
25,12,0,-259.04,3.16,861.811,40.33,-353.12,25466,R20MZ_FZ_250_filtered
25,12,0,-259.04,1.553,862.211,25.49,-197.56,25506,R20MZ_FZ_250_filtered
25,12,0,-258.99,-3.541,867.951,-41.63,377.86,26079,R20MZ_FZ_250_filtered
25,12,0,-258.98,-2.681,732.974,-39.79,312.1,21117,R20MZ_FZ_250_filtered
25,12,-0,-258.97,5.823,725.944,35.61,-515.03,20415,R20MZ_FZ_250_filtered
25,12,0,-258.97,1.431,727.044,25.19,-187.33,20525,R20MZ_FZ_250_filtered
25,12,0,-258.96,12.221,859.511,10.82,-596.42,25236,R20MZ_FZ_250_filtered
25,12,0,-258.96,3.461,861.731,41.81,-376.54,25458,R20MZ_FZ_250_filtered
25,12,0,-258.96,-4.672,867.671,-38.88,442.86,26051,R20MZ_FZ_250_filtered
25,12,0,-258.93,-4.205,732.594,-42.56,423.94,21079,R20MZ_FZ_250_filtered
25,12,0,-258.93,7.424,860.741,29.94,-557.05,25359,R20MZ_FZ_250_filtered
25,12,0,-258.91,-6.118,867.311,-33.22,503.5,26015,R20MZ_FZ_250_filtered
25,12,0,-258.91,-3.996,867.841,-41.04,406.4,26068,R20MZ_FZ_250_filtered
25,12,0,-258.86,11.867,859.631,-1.7,-592.83,25248,R20MZ_FZ_250_filtered
25,12,0,-258.84,2.027,726.894,34.48,-247.66,20510,R20MZ_FZ_250_filtered
25,12,0,-258.84,4.086,861.581,40.82,-421.98,25443,R20MZ_FZ_250_filtered
25,12,0,-258.82,6.54,725.764,33.2,-540.77,20397,R20MZ_FZ_250_filtered
25,12,0,-258.81,6.15,861.061,33.29,-515.64,25391,R20MZ_FZ_250_filtered
25,12,0,-258.79,12.19,724.334,3.68,-605.87,20254,R20MZ_FZ_250_filtered
25,12,0,-258.78,-5.552,732.254,-36.7,490.5,21045,R20MZ_FZ_250_filtered
25,12,0,-258.75,-1.785,868.391,-31.39,219.5,26123,R20MZ_FZ_250_filtered
25,12,0,-258.74,11.729,724.104,-2.54,-613.61,20232,R20MZ_FZ_250_filtered
25,12,-0,-258.73,3.584,861.701,41.4,-387.23,25455,R20MZ_FZ_250_filtered
25,12,0,-258.73,-6.142,867.301,-33.56,504.88,26014,R20MZ_FZ_250_filtered
25,12,0,-258.71,-5.107,867.561,-37.82,463.49,26040,R20MZ_FZ_250_filtered
25,12,0,-258.68,9.151,860.311,17.37,-579.98,25316,R20MZ_FZ_250_filtered
25,12,0,-258.68,8.71,860.421,20.59,-578.59,25327,R20MZ_FZ_250_filtered
25,12,0,-258.66,-3.722,732.714,-43.58,394.49,21091,R20MZ_FZ_250_filtered
25,12,0,-258.65,12.236,859.501,13.79,-596.42,25235,R20MZ_FZ_250_filtered
25,12,0,-258.6,2.203,726.844,35.91,-269.53,20505,R20MZ_FZ_250_filtered
25,12,0,-258.6,-1.307,868.511,-24.87,165.37,26135,R20MZ_FZ_250_filtered
25,12,0,-258.57,7.697,725.474,25.81,-573.18,20368,R20MZ_FZ_250_filtered
25,12,0,-258.56,5.299,726.074,38.66,-490.68,20428,R20MZ_FZ_250_filtered
25,12,0,-258.53,6.582,860.951,31.43,-531.14,25380,R20MZ_FZ_250_filtered
25,12,0,-258.51,12.281,859.391,0.5,-600.28,25224,R20MZ_FZ_250_filtered
25,12,0,-258.5,-1.907,868.361,-33.63,230.84,26120,R20MZ_FZ_250_filtered
25,12,0,-258.49,4.779,726.204,42.28,-465.4,20441,R20MZ_FZ_250_filtered
25,12,-0,-258.47,-4.65,732.484,-41.12,448.62,21068,R20MZ_FZ_250_filtered
25,12,0,-258.46,4.831,861.391,39.69,-460.43,25424,R20MZ_FZ_250_filtered
25,12,0,-258.44,-1.792,733.194,-32.45,221.52,21139,R20MZ_FZ_250_filtered
25,12,0,-258.42,-6.12,732.114,-35.04,510.95,21031,R20MZ_FZ_250_filtered
25,12,0,-258.42,-2.287,733.074,-37.06,273.64,21127,R20MZ_FZ_250_filtered
25,12,0,-258.42,11.739,859.291,-3.97,-598.86,25215,R20MZ_FZ_250_filtered
25,12,-0,-258.4,-6.076,732.124,-35.43,509.26,21032,R20MZ_FZ_250_filtered
25,12,0,-258.35,-1.878,733.174,-33.96,229.76,21137,R20MZ_FZ_250_filtered
25,12,0,-258.34,3.046,726.644,41.55,-343.65,20485,R20MZ_FZ_250_filtered
25,12,0,-258.33,9.513,725.014,18.66,-593.16,20322,R20MZ_FZ_250_filtered
25,12,0,-258.32,2.999,726.654,41.68,-340.56,20486,R20MZ_FZ_250_filtered
25,12,0,-258.31,-5.406,732.294,-36.98,484.58,21049,R20MZ_FZ_250_filtered
25,12,0,-258.3,-3.247,732.834,-42.74,359.44,21103,R20MZ_FZ_250_filtered
25,12,-0,-258.3,12.216,859.521,7.13,-594.53,25237,R20MZ_FZ_250_filtered
25,12,0,-258.3,-5.346,867.501,-36.01,474.17,26034,R20MZ_FZ_250_filtered
25,12,0,-258.3,-3.74,867.901,-42.39,390.61,26074,R20MZ_FZ_250_filtered
25,12,0,-258.29,7.216,725.594,29.11,-561.08,20380,R20MZ_FZ_250_filtered
